Wall time,Step,Value
1773329545.0587626,5,9.435239189770073e-05
1773329677.7785518,10,0.0692034587264061
1773329816.697976,15,0.10601530224084854
1773329951.5731058,20,0.00012774222705047578
1773330086.849216,25,0.12399794906377792
1773330219.4713,30,0.1296287477016449
1773330353.59404,35,0.1828673630952835
1773330488.489013,40,0.11436186730861664
1773330621.8047595,45,0.12065257877111435
1773330759.545202,50,0.26490166783332825
1773330891.9055133,55,0.16158606112003326
1773331028.9859054,60,0.0006198465125635266
1773331166.0695548,65,0.22633050382137299
1773331300.4549322,70,0.13310977816581726
1773331424.3717313,75,0.0008532212232239544
1773331531.275936,80,0.0011322861537337303
1773331632.6434188,85,0.20143720507621765
1773331833.4840367,90,0.2812676429748535
1773331914.4059272,95,0.7935361266136169
1773331994.28058,100,0.31619980931282043
1773332120.273676,105,0.0007783571491017938
1773332222.192585,110,0.0016922057839110494
1773332349.9752796,115,0.023081764578819275
1773332484.160269,120,0.01233114767819643
1773332617.5069315,125,7.841170310974121
1773332751.5896595,130,1.3327337503433228
1773332887.3836992,135,0.0011118489783257246
1773333021.760698,140,0.0005259310128167272
1773333156.4244864,145,0.17737095057964325
1773333290.7215006,150,0.0008296262822113931
1773333424.6916711,155,0.0007531733717769384
1773333560.511344,160,0.20589490234851837
1773333694.9449933,165,0.31360259652137756
1773333831.4160886,170,0.3555973470211029
1773333965.7961392,175,0.09870168566703796
1773334102.5962145,180,0.0003341787087265402
1773334237.2474725,185,0.0006758429808542132
1773334374.0543225,190,0.12088275700807571
1773334507.8654504,195,0.21029222011566162
1773334641.8361044,200,0.11679302155971527
1773334777.918617,205,0.0006870320648886263
1773334913.0192683,210,0.07550261169672012
1773335050.3299172,215,0.11212898045778275
1773335183.5252028,220,0.09574351459741592
1773335319.7102275,225,0.11002050340175629
1773335454.1087253,230,0.13112133741378784
1773335589.8388746,235,0.09657938778400421
1773335724.9058375,240,0.000755522632971406
1773335856.9325914,245,0.00035300408490002155
1773335992.9862466,250,0.0005263819475658238
1773336127.6291828,255,0.08489246666431427
1773336261.2321618,260,0.0680951252579689
1773336514.800319,265,0.11646275222301483
1773336648.8605945,270,0.09171207994222641
1773336783.8327549,275,0.113467738032341
1773336920.4746585,280,0.0006201041978783906
1773337053.0927582,285,0.09701460599899292
1773337191.464399,290,0.39571404457092285
1773337326.2433755,295,0.14436385035514832
1773337459.3613822,300,0.0010195332579314709
1773337594.8572693,305,0.11613459885120392
1773337730.1949759,310,0.06373978406190872
1773337864.7202854,315,0.12739673256874084
1773338000.920407,320,0.0007102857925929129
1773338135.761128,325,0.10059046745300293
1773338272.8524594,330,0.001187817775644362
1773338406.5668786,335,0.07874530553817749
1773338541.2067435,340,0.05413193255662918
1773338676.9188833,345,0.06230435147881508
1773338811.1918135,350,0.06279229372739792
1773338948.9467943,355,0.6318276524543762
1773339083.2625313,360,0.0010159295052289963
1773339216.813033,365,0.0013929711421951652
1773339352.8289795,370,0.07679007202386856
1773339488.1913888,375,0.19592374563217163
1773339622.526489,380,0.10704254359006882
1773339759.2798648,385,0.001642613555304706
1773339894.503983,390,0.07443466782569885
1773340030.2765486,395,0.0898759514093399
1773340165.7370124,400,0.10753374546766281
1773340302.1935787,405,0.16152015328407288
1773340439.1690922,410,0.18301576375961304
1773340575.0313208,415,0.1058669239282608
1773340708.362321,420,0.00101582205388695
1773340845.0412107,425,0.07754586637020111
1773340979.3655877,430,0.09483707696199417
1773341116.1175032,435,0.12092802673578262
1773341251.1881738,440,0.18304334580898285
1773341387.3745542,445,0.12587067484855652
1773341523.6458142,450,0.00108952890150249
1773341658.7380815,455,0.0008945642621256411
1773341795.1154566,460,0.07249649614095688
1773341929.5157046,465,0.1372588574886322
1773342064.2622213,470,0.29248979687690735
1773342201.3175209,475,0.0020476293284446
1773342338.134056,480,0.20755809545516968
1773342473.909321,485,0.18174660205841064
1773342611.7703545,490,0.14681772887706757
1773342746.586366,495,0.10461696237325668
1773342883.2049534,500,0.0010750361252576113
1773343018.3250096,505,0.0009570113033987582
1773343153.0627275,510,0.11331287026405334
1773343289.181547,515,0.05294860899448395
1773343423.447541,520,0.0005305465892888606
1773343558.893208,525,0.00048558684648014605
1773343692.8322713,530,0.06309231370687485
1773343828.5271158,535,0.10154058039188385
1773343965.9862149,540,0.10585618019104004
1773344104.219969,545,0.0005590051296167076
1773344239.2014964,550,0.12079109996557236
1773344372.9643965,555,0.08162225037813187
1773344509.0076501,560,0.00033697887556627393
1773344645.721159,565,0.13727161288261414
1773344780.9995494,570,0.0003563430509530008
1773344915.9327495,575,0.09243518114089966
1773345051.6659331,580,0.07198277860879898
1773345187.4373806,585,0.0009558044257573783
1773345325.0818105,590,0.068439781665802
1773345460.3886123,595,0.13168704509735107
1773345594.6442308,600,0.05762175843119621
1773345731.7993634,605,0.11598537117242813
1773345867.1143918,610,0.07256658375263214
1773346000.934784,615,0.00034310328192077577
1773346137.4650297,620,0.08432086557149887
1773346272.1131988,625,0.3736848831176758
