Wall time,Step,Value
1772410644.991544,0,-0.004622520413249731
1772410645.0991156,3,0.022075533866882324
1772410645.1922271,4,0.009811075404286385
1772410645.4600775,10,-0.0005483627319335938
1772410645.496028,11,-0.003975283354520798
1772410645.7001157,14,0.04399750754237175
1772410645.7511609,15,0.018148543313145638
1772410645.9108057,18,0.024995896965265274
1772410645.964154,19,-0.013471871614456177
1772410645.9996238,20,0.01646709442138672
1772410646.124089,22,-0.01334381103515625
1772410646.1597497,23,-0.030338287353515625
1772410646.3267095,26,-0.025379179045557976
1772410646.3730557,27,0.0022964479867368937
1772410646.672016,33,-0.010044096037745476
1772410646.8067763,36,0.010768416337668896
1772410646.9112298,37,0.005158424377441406
1772410646.9466708,38,0.011128067970275879
1772410646.9821804,39,0.023395296186208725
1772410647.0257463,40,-0.003503323532640934
1772410647.3872597,47,-0.004511222708970308
1772410647.439457,48,-0.01639401912689209
1772410647.4901378,49,0.01590430550277233
1772410647.5779288,51,0.03472137078642845
1772410647.6310382,52,-0.004873513709753752
1772410647.7201324,54,-0.01397323701530695
1772410647.84654,57,0.0041217803955078125
1772410647.9748285,60,0.023365022614598274
1772410648.0554614,61,0.010040283203125
1772410648.10774,62,-0.009744642302393913
1772410648.1434684,63,0.017313243821263313
1772410648.2571626,65,-0.019536469131708145
1772410648.3108852,66,0.016080856323242188
1772410648.347003,67,0.00913858413696289
1772410648.383011,68,0.01602936163544655
1772410648.498696,70,0.006933689117431641
1772410648.5344553,71,-0.024421215057373047
1772410648.8361652,77,0.020491957664489746
1772410648.9265134,79,-0.042424678802490234
1772410648.9738083,80,-0.04231691360473633
1772410649.0720673,82,-0.021640777587890625
1772410649.1076717,83,0.007003783248364925
1772410649.1974366,85,0.011192322708666325
1772410649.2330222,86,0.06026458740234375
1772410649.400859,89,0.01476287841796875
1772410649.4613004,90,0.053546905517578125
1772410649.690069,95,-0.009142876602709293
1772410649.8875034,99,0.0054168701171875
1772410649.9230037,100,-0.0178070068359375
1772410650.0752401,103,0.025003433227539062
1772410650.210786,106,0.006092190742492676
1772410650.2463534,107,-0.022752761840820312
1772410650.3674662,109,-0.027734756469726562
1772410650.6146512,114,0.005615235306322575
1772410650.686131,116,0.00046539306640625
1772410650.952942,121,0.017115114256739616
1772410651.1370091,125,0.024106500670313835
1772410651.1724265,126,-0.02101898193359375
1772410651.245639,128,0.005863189697265625
1772410651.352064,130,-0.0132560720667243
1772410651.399572,131,-0.025002475827932358
1772410651.4362755,132,0.0012969980016350746
1772410651.547096,134,-0.011649610474705696
1772410651.6216106,136,0.002561090514063835
1772410651.7281382,137,0.05393886938691139
1772410652.003558,143,-0.016103744506835938
