Wall time,Step,Value
1772410400.9551475,0,0.006611166521906853
1772410401.0712297,3,0.003282591700553894
1772410401.1072102,4,0.00015142560005187988
1772410401.3512,10,-0.020523713901638985
1772410401.387761,11,-0.0001685619354248047
1772410401.5174043,14,-0.0037708550225943327
1772410401.553248,15,0.006153701804578304
1772410401.7744427,18,0.0022197961807250977
1772410401.8110204,19,-0.000800310168415308
1772410401.8545911,20,0.0065884580835700035
1772410401.9583716,22,-0.007009744644165039
1772410402.0249014,23,0.019464612007141113
1772410402.1882102,26,0.006786332931369543
1772410402.2410617,27,0.005849957000464201
1772410402.5877888,33,0.005790905561298132
1772410402.725377,36,0.021534083411097527
1772410402.8429089,37,-0.003765464760363102
1772410402.8907406,38,-0.004712103866040707
1772410402.9265761,39,-0.006410479545593262
1772410402.9620752,40,0.0047184983268380165
1772410403.3453736,47,-0.006771274842321873
1772410403.3941867,48,-0.005657734349370003
1772410403.433987,49,-0.00034241308458149433
1772410403.5822315,51,-0.0038782646879553795
1772410403.639289,52,-0.009750200435519218
1772410403.710473,54,-0.007393538486212492
1772410403.9057848,57,-0.00503242202103138
1772410404.086406,60,0.01887134276330471
1772410404.1340337,61,0.0030101099982857704
1772410404.1696236,62,0.011728181503713131
1772410404.2361019,63,0.008361101150512695
1772410404.3105245,65,-0.01887652277946472
1772410404.3566062,66,-0.016656503081321716
1772410404.4644642,67,0.014218822121620178
1772410404.5110624,68,-0.001884401310235262
1772410404.5918136,70,0.006727695465087891
1772410404.7136877,71,0.00763547420501709
1772410405.0171397,77,0.006017623469233513
1772410405.1599314,79,-0.00047528883442282677
1772410405.1994743,80,-0.004402638413012028
1772410405.2830172,82,0.0017682253383100033
1772410405.3664212,83,0.002148006111383438
1772410405.4405713,85,-0.02436346933245659
1772410405.4917655,86,-0.02296486496925354
1772410405.70905,89,-0.002317400649189949
1772410405.7446406,90,-0.03746351972222328
1772410406.0308743,95,0.024833079427480698
1772410406.2532692,99,-0.0028657917864620686
1772410406.3175018,100,0.008773602545261383
1772410406.471717,103,-0.011386336758732796
1772410406.6210325,106,-0.0029177675023674965
1772410406.6924202,107,-0.0024455515667796135
1772410406.7872746,109,-0.007183820009231567
1772410407.0592587,114,-0.0044325306080281734
1772410407.2003534,116,-0.0031148188281804323
1772410407.4855628,121,-0.0032967333681881428
1772410407.7124112,125,-0.003791213035583496
1772410407.748011,126,-0.0007254481315612793
1772410407.8750088,128,-0.0024092348758131266
1772410407.945552,130,-0.00020318198949098587
1772410408.0514083,131,0.009374856948852539
1772410408.1117752,132,-0.004432796034961939
1772410408.18281,134,-0.011868953704833984
1772410408.3398044,136,-0.014778400771319866
1772410408.3770666,137,-0.011800386942923069
1772410408.7214212,143,-0.003988578915596008
1772410408.7746894,144,-0.0
1772410408.8600254,146,0.01122569851577282
1772410408.9361296,147,-0.0007896423921920359
1772410409.0585096,150,-0.0
1772410409.4426866,157,-0.0
1772410409.5982108,159,0.021983474493026733
1772410409.637337,160,-0.0
1772410409.7151487,162,0.012912750244140625
1772410409.856624,164,-0.0
1772410409.9518585,166,-0.0
1772410410.1459112,170,0.001522064208984375
1772410410.2502205,171,-0.0
1772410410.2948658,172,-0.0
1772410410.4607277,175,-0.0
1772410410.4961884,176,0.03441810607910156
1772410410.5623226,177,0.002265729708597064
1772410410.6005971,178,-0.011320710182189941
1772410410.7099338,180,0.019653797149658203
1772410410.7861767,181,0.0026092529296875
1772410410.941196,184,-0.0
1772410411.0152206,185,-0.001575944246724248
1772410411.0511234,186,-0.0022100573405623436
1772410411.2001953,189,0.01110458467155695
1772410411.2355218,190,0.019524335861206055
1772410411.3124902,191,0.008484362624585629
1772410411.3481696,192,0.014295102097094059
1772410411.5300097,195,0.0038386937230825424
1772410411.7437346,199,-0.0048296451568603516
1772410411.7793517,200,-0.0008386382833123207
1772410411.892866,202,-0.019862856715917587
1772410411.960304,203,0.003429889678955078
1772410411.9955764,204,0.016080763190984726
1772410412.0718393,205,0.030206914991140366
1772410412.1764708,207,0.004189014434814453
1772410412.2790565,209,0.0034469380043447018
1772410412.4016538,211,-0.012864233925938606
1772410412.4938555,213,0.0010213516652584076
1772410412.6021323,215,-0.005779266357421875
1772410412.6394873,216,-0.0
1772410412.7570302,218,-0.0038099000230431557
1772410412.8267725,219,-0.004360198974609375
1772410412.8622591,220,-0.014881105162203312
1772410412.9320228,221,0.008967163041234016
1772410412.9672194,222,-0.004631400108337402
1772410413.0770702,224,-0.0
1772410413.1461377,225,0.004560336470603943
1772410413.365457,229,-0.03766190633177757
1772410413.6857395,235,-0.018825529143214226
1772410413.818211,237,-0.014135601930320263
1772410413.8683474,238,-0.0032853521406650543
1772410413.904161,239,-0.0
1772410414.0468304,241,-0.0
1772410414.0869248,242,0.004190682899206877
1772410414.1583834,244,0.0039043426513671875
1772410414.2725327,245,0.021446943283081055
1772410414.3148189,246,0.007086754776537418
1772410414.3511193,247,-0.0
1772410414.5993369,252,-0.005334128625690937
1772410414.6960034,253,0.01228189468383789
1772410414.7652838,254,0.00020850077271461487
1772410414.9205384,257,0.00727200647816062
1772410414.967705,258,-0.0
1772410415.0032263,259,-0.004386128857731819
1772410415.038933,260,-0.0228395015001297
1772410415.214876,262,-0.009022711776196957
1772410415.629286,270,0.001967866439372301
1772410415.6646893,271,-0.0
1772410415.8059804,274,0.014761567115783691
1772410415.88183,275,-0.010836104862391949
1772410415.9203618,276,0.025786878541111946
1772410415.9998634,278,0.013247611001133919
1772410416.143982,280,-0.03375988081097603
1772410416.215251,282,-0.0
1772410416.3156288,283,-0.011003858409821987
1772410416.4129443,285,-0.0
1772410416.5357323,287,-0.024885717779397964
1772410416.5776846,288,0.007733821403235197
1772410416.6502059,290,-0.0
1772410416.95624,295,0.0029468336142599583
1772410417.0038037,296,-0.0
1772410417.0597496,297,-0.0009384164586663246
1772410417.095166,298,0.0010307307820767164
1772410417.1687882,299,-0.005153654608875513
1772410417.4408755,304,-0.0
1772410417.5468574,306,-0.02934122271835804
1772410417.6214156,307,-0.0
1772410417.6611936,308,-0.0
1772410417.6967058,309,-0.00455474853515625
1772410417.8817215,312,-0.0
1772410417.9170084,313,-0.0
1772410418.0897853,316,0.015361311845481396
1772410418.166052,318,-0.0
1772410418.2834973,319,-0.009918682277202606
1772410418.405873,322,-0.0
1772410418.5446365,324,-0.005442994646728039
1772410418.8254933,329,-0.0
1772410418.8608356,330,-0.030738230794668198
1772410418.9383132,331,-0.0
1772410418.9991536,332,-0.0
1772410419.2492108,337,0.001007080078125
1772410419.3036375,338,-0.039383407682180405
1772410419.405579,340,6.866455078125e-05
1772410419.6045806,343,-0.0
1772410419.640798,344,-0.02097129635512829
1772410419.6893928,345,-0.021148681640625
1772410419.7266042,346,-0.005836485885083675
1772410419.86327,348,-0.009328842163085938
1772410419.935265,350,-0.0035820009652525187
1772410420.0924313,352,-0.0
1772410420.1431549,353,-0.0
1772410420.178926,354,-0.0
1772410420.2634826,355,-0.0
1772410420.398492,358,-0.0
1772410420.5273304,360,-0.0
1772410420.61048,362,-0.0021143199410289526
1772410420.713591,363,-0.0
1772410420.749632,364,0.0023460390511900187
1772410420.7885704,365,-0.0
1772410420.823903,366,-0.004646300803869963
1772410420.9076874,367,-0.0
1772410420.9681876,368,-0.0
1772410421.2408934,374,0.008079529739916325
1772410421.4352086,377,-0.021783828735351562
1772410421.470591,378,-0.0
1772410421.9127338,385,0.002197265625
1772410421.948102,386,0.0034886279609054327
1772410422.1160064,390,-0.0
1772410427.4628644,391,0.02207457832992077
1772410427.4987159,392,-0.0
1772410427.5502455,393,-0.0
1772410427.5861843,394,-0.0
1772410427.6783524,395,-0.0
1772410427.7139738,396,-0.0
1772410427.753675,397,-0.00146484375
1772410427.7962263,398,-0.0
1772410427.9151447,399,-0.0
1772410428.0122929,401,-0.0
1772410428.0481303,402,-0.004531860817223787
1772410428.1916537,404,0.00043487548828125
1772410428.3811426,408,-0.0
1772410428.4280806,409,-0.0
1772410428.5656545,412,0.022493362426757812
1772410428.618881,413,0.017052648589015007
1772410428.6553035,414,-0.010059356689453125
1772410428.7542922,415,0.004783648997545242
1772410428.8771927,418,-0.0
1772410429.1085763,421,-0.0
1772410429.1496778,422,-0.0172119177877903
1772410429.377165,425,0.0072784423828125
1772410429.4130678,426,-0.002197265625
1772410429.6449852,430,-0.0
1772410429.752745,431,-0.0
1772410429.8592286,434,0.012739659287035465
1772410429.9723356,435,-0.0
1772410430.0079765,436,-0.0
1772410430.0567956,437,-0.0
1772410430.0925994,438,0.012783050537109375
1772410430.2006783,439,-0.0
1772410430.2468083,440,-0.0
1772410430.3060403,441,0.003765105502679944
1772410430.4231713,443,-0.0
1772410430.459161,444,-0.0
1772410430.5118637,445,0.0031450509559363127
1772410430.5474732,446,-0.0
1772410430.780892,450,-0.01421356201171875
1772410430.8875904,451,-0.0
1772410430.9379444,452,-0.0
1772410430.9766784,453,-0.0
1772410431.0199053,454,-0.0
1772410431.1501153,456,-0.014023887924849987
1772410431.2353647,458,-0.0
1772410431.3665795,460,-0.0
1772410431.4018831,461,-0.0
1772410431.6039343,464,-0.0
1772410431.6510222,465,-0.0
1772410431.6943533,466,-0.0037994384765625
1772410431.8395393,468,-0.0
1772410431.917129,470,-0.0
1772410432.1388268,474,-0.0
1772410432.2513893,475,-0.0
1772410432.377624,478,-0.0
1772410432.453924,479,-0.0
1772410432.5160103,480,0.0019683837890625
1772410432.556643,481,-0.001911163330078125
1772410432.5920386,482,-0.0
1772410432.6853437,483,-0.0009778731036931276
1772410432.7205434,484,-0.0
1772410432.8050015,486,-0.00240325927734375
1772410432.9255488,487,-0.0025239698588848114
1772410432.9608414,488,-0.0
1772410433.02755,489,-0.0
1772410433.1492345,491,-0.01080322265625
1772410433.2798052,494,-0.011440908536314964
1772410433.4993482,498,-0.003971099853515625
1772410433.6923518,501,-0.0
1772410433.7290618,502,0.013685481622815132
1772410433.826477,503,0.004669189918786287
1772410433.9554904,506,-0.00609188387170434
1772410434.101832,508,-0.0
1772410434.152162,509,-0.0
1772410434.187516,510,-0.0
1772410434.275371,511,0.00604248046875
1772410434.3113785,512,-0.0
1772410434.3596637,513,0.0014190673828125
1772410434.4137697,514,-0.0
1772410434.6009345,517,-0.0
1772410434.6393,518,-0.0
1772410434.7165158,519,-0.0
1772410434.7523477,520,-0.0
1772410434.9278967,523,-0.0
1772410435.2826653,530,-0.0
1772410435.4439747,533,-0.0
1772410435.491918,534,-0.017412185668945312
1772410435.6388314,536,-0.0
1772410435.6744256,537,0.004005431663244963
1772410435.719422,538,-0.0
1772410435.8073375,539,-0.0
1772410435.8431199,540,0.0063629150390625
1772410435.9460037,542,-0.0
1772410436.0458086,543,-0.0
1772410436.0881233,544,-0.0
1772410436.168642,546,-0.0004806517390534282
1772410436.256695,547,-0.0
1772410436.3695197,550,-0.0
1772410436.5076034,552,-0.0
1772410436.586681,554,0.007232665549963713
1772410436.6936884,555,0.003765106201171875
1772410436.7299705,556,0.002722186967730522
1772410437.0523126,562,0.0036621098406612873
1772410437.1264565,563,-0.0
1772410437.1901658,564,-0.0
1772410437.3755,568,-0.0054473876953125
1772410437.5673718,571,-0.013473421335220337
1772410437.645757,573,-0.0
1772410437.8423586,576,-0.0
1772410438.0380843,580,-0.0
1772410438.2700212,584,-0.0
1772410438.3314447,585,0.0012474058894440532
1772410438.3672898,586,-0.002346038818359375
1772410438.5015082,588,-0.0
1772410438.5508113,589,-0.0
1772410438.5863183,590,-0.0
1772410438.6671352,591,0.00757598876953125
1772410438.7202377,592,-0.0
1772410438.8039193,594,-0.0
1772410438.9387584,596,-0.0
1772410438.988522,597,-0.0
1772410439.0289774,598,-0.0
1772410439.090202,599,-0.0
1772410439.1714776,601,0.02398681640625
1772410439.2068186,602,-0.0
1772410439.312905,603,-0.0
1772410439.3897612,605,0.011412620544433594
1772410439.5786955,608,-0.0
1772410439.6504328,610,0.019718168303370476
1772410439.8419867,613,0.008010268211364746
1772410439.8775296,614,-0.0
1772410440.0138917,616,-0.0
1772410440.0878158,618,0.015506026335060596
1772410440.241975,620,-0.003993988502770662
1772410440.3287337,622,-0.0
1772410440.4021297,623,-0.0
